valid,tmpf,relh,pressure_hpa
2009-01-01 00:51,15.1,63.68,1030.9
2009-01-01 01:51,14.0,66.82,1030.5
2009-01-01 02:51,15.1,69.75,1030.0
2009-01-01 03:51,15.1,66.96,1029.0
2009-01-01 04:51,16.0,67.07,1028.0
2009-01-01 05:51,17.1,67.22,1027.1
2009-01-01 06:51,17.0,67.21,1026.4
2009-01-01 07:51,18.0,67.33,1025.6
2009-01-01 08:51,19.0,67.46,1024.6
2009-01-01 09:51,19.0,70.22,1023.6
2009-01-01 10:51,20.0,70.89,1022.5
2009-01-01 11:51,19.9,70.95,1021.8
2009-01-01 12:51,21.0,67.71,1021.7
2009-01-01 13:51,22.0,67.82,1020.9
2009-01-01 14:51,22.0,67.82,1020.6
2009-01-01 15:51,23.0,64.81,1019.9
2009-01-01 16:51,24.0,61.94,1018.1
2009-01-01 17:51,26.0,59.81,1016.1
2009-01-01 18:51,27.0,60.41,1013.8
2009-01-01 19:51,29.0,57.92,1011.9
2009-01-01 20:51,30.0,58.23,1011.4
2009-01-01 21:51,30.0,63.24,1011.0
2009-01-01 22:51,30.0,63.24,1010.9
2009-01-01 23:51,29.0,68.68,1010.3
2009-01-02 00:51,29.0,71.91,1009.3
2009-01-02 01:51,30.0,68.81,1009.6
2009-01-02 02:51,30.0,68.81,1009.0
2009-01-02 03:51,30.0,65.72,1008.3
2009-01-02 04:51,29.0,68.68,1008.1
2009-01-02 05:51,30.0,65.72,1008.1
2009-01-02 06:51,29.0,68.68,1007.7
2009-01-02 07:51,28.0,71.26,1008.2
2009-01-02 08:51,28.0,71.26,1008.0
2009-01-02 09:51,27.0,74.5,1008.2
2009-01-02 10:51,27.0,74.5,1008.2
2009-01-02 11:51,27.0,71.69,1008.8
2009-01-02 12:51,27.0,68.44,1009.9
2009-01-02 13:51,25.0,52.5,1010.9
2009-01-02 14:51,25.0,50.02,1012.2
2009-01-02 15:51,24.0,49.87,1012.9
2009-01-02 16:51,24.0,49.87,1013.3
2009-01-02 17:51,24.0,47.49,1013.2
2009-01-02 18:51,25.0,45.74,1013.6
2009-01-02 19:51,25.0,45.74,1013.4
2009-01-02 20:51,26.0,45.93,1014.3
2009-01-02 21:51,25.0,48.03,1015.1
2009-01-02 22:51,23.0,52.18,1015.8
2009-01-02 23:51,23.0,52.18,1016.3
2009-01-03 00:51,22.0,54.61,1016.8
2009-01-03 01:51,21.0,54.03,1017.1
2009-01-03 02:51,19.0,56.43,1017.3
2009-01-03 03:51,19.0,58.78,1017.4
2009-01-03 04:51,19.0,56.43,1018.3
2009-01-03 05:51,18.0,56.26,1018.4
2009-01-03 06:51,17.0,58.49,1018.4
2009-01-03 07:51,17.0,61.44,1018.7
2009-01-03 08:51,17.0,64.01,1018.4
2009-01-03 09:51,17.0,69.99,1018.2
