wfo,utc_issue,utc_expire,utc_prodissue,utc_init_expire,phenomena,gtype,significance,eventid,status,ugc,area2d,utc_updated,hvtec_nwsli,hvtec_severity,hvtec_cause,hvtec_record,is_emergency,utc_polygon_begin,utc_polygon_end,windtag,hailtag,tornadotag,damagetag,product_id,fcster,vtec_year
ILX,2012-08-08 22:22,2012-08-08 23:00,2012-08-08 22:22,201208082300,SV,P,W,89,NEW,,295.27049897239345,2012-08-08 22:22,,,,,False,2012-08-08 22:22,2012-08-08 22:41,60.0,0.75,,,201208082222-KILX-WUUS53-SVRILX,GEELHART,2012
ILX,2012-03-23 19:14,2012-03-23 19:45,2012-03-23 19:14,201203231945,SV,P,W,20,NEW,,825.7729327667788,2012-03-23 19:14,,,,,False,2012-03-23 19:14,2012-03-23 19:30,50.0,1.0,,,201203231914-KILX-WUUS53-SVRILX,GEELHART,2012
ILX,2012-03-02 17:30,2012-03-02 18:00,2012-03-02 17:30,201203021800,SV,P,W,9,NEW,,1654.2944872082078,2012-03-02 17:30,,,,,False,2012-03-02 17:30,2012-03-02 17:50,70.0,0.75,,,201203021730-KILX-WUUS53-SVRILX,AUTEN,2012
ILX,2012-03-23 18:11,2012-03-23 18:40,2012-03-23 18:11,201203231900,SV,P,W,17,NEW,,1218.391438484411,2012-03-23 18:11,,,,,False,2012-03-23 18:11,2012-03-23 18:21,50.0,1.75,,,201203231811-KILX-WUUS53-SVRILX,GEELHART,2012
ILX,2012-08-04 18:38,2012-08-04 19:21,2012-08-04 18:38,201208041945,SV,P,W,88,NEW,,2418.3386694281135,2012-08-04 18:38,,,,,False,2012-08-04 18:38,2012-08-04 18:58,60.0,0.75,,,201208041838-KILX-WUUS53-SVRILX,BARKER,2012
ILX,2012-06-16 21:57,2012-06-16 22:19,2012-06-16 21:57,201206162230,SV,P,W,72,NEW,,320.40836184349155,2012-06-16 21:57,,,,,False,2012-06-16 21:57,2012-06-16 22:19,60.0,1.0,,,201206162157-KILX-WUUS53-SVRILX,BAK,2012
ILX,2012-09-05 12:41,2012-09-05 13:15,2012-09-05 12:41,201209051315,SV,P,W,111,NEW,,1487.2628320560832,2012-09-05 12:41,,,,,False,2012-09-05 12:41,2012-09-05 12:50,60.0,0.75,,,201209051241-KILX-WUUS53-SVRILX,SMITH,2012
ILX,2012-05-01 21:38,2012-05-01 22:30,2012-05-01 21:38,201205012230,TO,P,W,8,NEW,,1107.2832964613451,2012-05-01 21:38,,,,,False,2012-05-01 21:38,2012-05-01 21:50,,,,,201205012138-KILX-WFUS53-TORILX,BAK,2012
ILX,2012-08-09 23:17,2012-08-10 00:15,2012-08-09 23:17,201208100015,SV,P,W,94,NEW,,1724.770276802546,2012-08-09 23:17,,,,,False,2012-08-09 23:17,2012-08-09 23:34,70.0,1.0,,,201208092317-KILX-WUUS53-SVRILX,CHS,2012
ILX,2012-08-16 20:41,2012-08-16 21:18,2012-08-16 20:41,201208162130,TO,P,W,14,NEW,,916.6875223173244,2012-08-16 20:41,,,,,False,2012-08-16 20:41,2012-08-16 20:52,,,,,201208162041-KILX-WFUS53-TORILX,GOETSCH,2012
ILX,2012-09-07 14:26,2012-09-07 15:15,2012-09-07 14:26,201209071515,SV,P,W,116,NEW,,2256.413350906288,2012-09-07 14:26,,,,,False,2012-09-07 14:26,2012-09-07 14:41,60.0,1.0,,,201209071426-KILX-WUUS53-SVRILX,,2012
ILX,2012-05-20 23:11,2012-05-21 00:00,2012-05-20 23:11,201205210000,SV,P,W,69,NEW,,943.1636315783272,2012-05-20 23:11,,,,,False,2012-05-20 23:11,2012-05-20 23:32,60.0,1.0,,,201205202311-KILX-WUUS53-SVRILX,BARNES,2012
ILX,2012-06-17 00:39,2012-06-17 00:57,2012-06-17 00:39,201206170130,TO,P,W,13,NEW,,812.0121074368781,2012-06-17 00:39,,,,,False,2012-06-17 00:39,2012-06-17 00:50,,,,,201206170039-KILX-WFUS53-TORILX,BAK,2012
ILX,2012-05-20 21:00,2012-05-21 03:00,2012-05-20 21:00,201205210300,FF,P,W,4,NEW,,120.5377319538352,2012-05-20 21:00,00000,,,,False,2012-05-20 21:00,2012-05-21 03:00,,,,,201205202100-KILX-WGUS53-FFWILX,BAK,2012
ILX,2012-08-16 18:39,2012-08-16 19:21,2012-08-16 18:39,201208161945,SV,P,W,98,NEW,,1659.3845908740934,2012-08-16 18:39,,,,,False,2012-08-16 18:39,2012-08-16 18:56,60.0,1.0,,,201208161839-KILX-WUUS53-SVRILX,GOETSCH,2012
ILX,2012-08-09 21:20,2012-08-09 21:58,2012-08-09 21:20,201208092215,SV,P,W,92,NEW,,1894.2100247509013,2012-08-09 21:20,,,,,False,2012-08-09 21:20,2012-08-09 21:29,60.0,1.0,,,201208092120-KILX-WUUS53-SVRILX,CHS,2012
ILX,2012-08-09 22:45,2012-08-09 23:45,2012-08-09 22:45,201208092345,SV,P,W,93,NEW,,2313.324598268179,2012-08-09 22:45,,,,,False,2012-08-09 22:45,2012-08-09 23:06,60.0,1.0,,,201208092245-KILX-WUUS53-SVRILX,CHS,2012
ILX,2012-05-01 22:17,2012-05-01 22:30,2012-05-01 22:17,201205012230,TO,P,W,9,NEW,,136.24091842053323,2012-05-01 22:17,,,,,False,2012-05-01 22:17,2012-05-01 22:30,,,,,201205012217-KILX-WFUS53-TORILX,BAK,2012
ILX,2012-03-23 20:26,2012-03-23 21:00,2012-03-23 20:26,201203232100,SV,P,W,24,NEW,,884.5845307152262,2012-03-23 20:26,,,,,False,2012-03-23 20:26,2012-03-23 20:39,50.0,1.0,,,201203232026-KILX-WUUS53-SVRILX,GEELHART,2012
ILX,2012-08-16 20:29,2012-08-16 21:30,2012-08-16 20:29,201208162130,SV,P,W,102,NEW,,1560.7991494672603,2012-08-16 20:29,,,,,False,2012-08-16 20:29,2012-08-16 21:15,60.0,1.0,,,201208162029-KILX-WUUS53-SVRILX,GOETSCH,2012
ILX,2012-08-16 21:43,2012-08-16 22:00,2012-08-16 21:43,201208162215,SV,P,W,106,NEW,,757.8110232301588,2012-08-16 21:43,,,,,False,2012-08-16 21:43,2012-08-16 22:00,60.0,1.0,,,201208162143-KILX-WUUS53-SVRILX,GOETSCH,2012
ILX,2012-09-01 17:01,2012-09-01 17:45,2012-09-01 17:01,201209011745,TO,P,W,18,NEW,,390.92610137323953,2012-09-01 17:01,,,,,False,2012-09-01 17:01,2012-09-01 17:15,,,,,201209011701-KILX-WFUS53-TORILX,BARNES,2012
ILX,2012-03-15 22:55,2012-03-15 23:30,2012-03-15 22:55,201203152345,SV,P,W,13,NEW,,305.81463590661286,2012-03-15 22:55,,,,,False,2012-03-15 22:55,2012-03-15 23:30,60.0,2.5,,,201203152255-KILX-WUUS53-SVRILX,CHURCHILL,2012
ILX,2012-05-04 04:16,2012-05-04 05:00,2012-05-04 04:16,201205040500,SV,P,W,55,NEW,,965.068234587747,2012-05-04 04:16,,,,,False,2012-05-04 04:16,2012-05-04 04:46,60.0,0.88,,,201205040416-KILX-WUUS53-SVRILX,CHS,2012
ILX,2012-06-16 23:38,2012-06-17 00:30,2012-06-16 23:38,201206170030,SV,P,W,73,NEW,,1633.946581179028,2012-06-16 23:38,,,,,False,2012-06-16 23:38,2012-06-16 23:59,60.0,0.75,,,201206162338-KILX-WUUS53-SVRILX,BAK,2012
