valid,tmpf,relh,pressure_hpa
2014-01-01 00:53,30.0,68.81,1024.2
2014-01-01 01:53,28.0,74.61,1024.5
2014-01-01 02:53,29.0,71.91,1024.7
2014-01-01 03:53,23.0,80.71,1024.4
2014-01-01 04:53,23.0,80.71,1023.9
2014-01-01 05:53,24.0,83.96,1023.5
2014-01-01 06:53,24.0,83.96,1023.2
2014-01-01 07:53,24.0,83.96,1022.9
2014-01-01 08:53,23.0,87.85,1022.8
2014-01-01 09:53,22.0,88.47,1022.0
2014-01-01 10:53,23.0,87.85,1022.0
2014-01-01 11:53,23.0,87.85,1021.6
2014-01-01 12:53,24.0,83.96,1021.6
2014-01-01 13:53,24.0,83.96,1022.0
2014-01-01 14:53,25.0,84.67,1022.2
2014-01-01 15:53,27.0,81.03,1022.4
2014-01-01 16:53,29.0,78.18,1021.9
2014-01-01 17:53,31.0,75.46,1020.8
2014-01-01 18:53,33.0,71.82,1020.2
2014-01-01 19:53,34.0,69.28,1020.0
2014-01-01 20:53,33.0,69.17,1019.6
2014-01-01 21:53,30.0,78.27,1019.5
2014-01-01 22:53,28.0,77.5,1019.5
2014-01-01 23:53,27.0,81.03,1019.7
2014-01-02 00:23,26.6,79.77,1018.6257109343359
2014-01-02 00:30,26.6,79.77,1018.9643498010029
2014-01-02 00:38,24.8,85.96,1018.9643498010029
2014-01-02 00:49,24.8,85.96,1018.9643498010029
2014-01-02 00:53,25.0,87.96,1019.8
2014-01-02 01:22,24.8,85.96,1018.6257109343359
2014-01-02 01:53,24.0,87.91,1019.5
2014-01-02 02:53,23.0,87.85,1019.2
2014-01-02 03:28,23.0,85.85,1017.9484332010019
2014-01-02 03:37,21.2,92.63,1017.9484332010019
2014-01-02 03:48,21.2,92.63,1017.9484332010019
2014-01-02 03:53,22.0,88.47,1019.0
2014-01-02 04:09,21.2,92.63,1018.287072067669
2014-01-02 04:24,21.2,92.63,1017.9484332010019
2014-01-02 04:31,21.2,92.63,1017.9484332010019
2014-01-02 04:41,21.2,85.74,1017.9484332010019
2014-01-02 04:53,21.0,87.75,1018.8
2014-01-02 05:53,20.0,84.33,1018.5
2014-01-02 06:19,19.4,85.63,1017.2711554676679
2014-01-02 06:53,19.0,80.38,1017.3
2014-01-02 07:21,17.6,85.51,1016.255238867667
2014-01-02 07:53,17.0,83.47,1017.4
2014-01-02 08:16,17.6,79.0,1017.2711554676679
2014-01-02 08:28,17.6,79.0,1016.932516601001
2014-01-02 08:38,17.6,79.0,1016.932516601001
2014-01-02 08:49,17.6,79.0,1016.932516601001
2014-01-02 08:53,17.0,83.47,1017.9
2014-01-02 09:09,17.6,79.0,1016.932516601001
2014-01-02 09:51,15.8,85.4,1016.932516601001
2014-01-02 09:53,16.0,84.06,1018.0
2014-01-02 10:00,15.8,85.4,1016.932516601001
2014-01-02 10:53,16.0,84.06,1018.1
2014-01-02 11:18,15.8,78.84,1017.2711554676679
2014-01-02 11:28,15.8,78.84,1017.2711554676679
2014-01-02 11:46,15.8,85.4,1017.609794334335
2014-01-02 11:53,16.0,84.06,1018.7
2014-01-02 12:53,17.0,83.47,1019.2
2014-01-02 13:53,15.0,83.33,1019.6
2014-01-02 14:13,15.8,78.84,1018.6257109343359
2014-01-02 14:44,15.8,85.4,1019.30298866767
2014-01-02 14:53,16.0,80.13,1020.5
2014-01-02 15:00,15.8,85.4,1019.6416275343369
2014-01-02 15:16,15.8,85.4,1019.980266401004
2014-01-02 15:53,17.0,80.22,1021.7
2014-01-02 16:53,17.0,83.47,1021.6
2014-01-02 17:53,19.0,80.38,1021.6
2014-01-02 18:29,19.4,79.16,1020.657544134338
2014-01-02 18:53,19.0,80.38,1021.9
2014-01-02 19:21,19.4,73.13,1020.9961830010049
2014-01-02 19:53,20.0,73.77,1022.6
