valid,tmpf,relh,pressure_hpa
2015-01-01 00:53,19.0,64.28,1028.6
2015-01-01 01:53,19.0,64.28,1028.0
2015-01-01 02:53,19.0,61.72,1027.5
2015-01-01 03:53,18.0,67.33,1027.5
2015-01-01 04:53,18.0,67.33,1027.5
2015-01-01 05:53,17.0,69.99,1026.8
2015-01-01 06:53,17.0,69.99,1025.7
2015-01-01 07:53,17.0,69.99,1025.3
2015-01-01 08:53,16.0,73.34,1024.2
2015-01-01 09:53,17.0,73.46,1024.0
2015-01-01 10:53,18.0,73.56,1023.9
2015-01-01 11:53,18.0,73.56,1023.5
2015-01-01 12:53,16.0,80.13,1022.5
2015-01-01 13:53,18.0,77.17,1022.2
2015-01-01 14:53,21.0,73.88,1023.0
2015-01-01 15:53,24.0,64.95,1023.0
2015-01-01 16:53,27.0,52.81,1022.7
2015-01-01 17:53,30.0,50.84,1021.5
2015-01-01 18:53,31.0,46.74,1020.7
2015-01-01 19:53,32.0,49.19,1019.9
2015-01-01 20:53,32.0,49.19,1020.3
2015-01-01 21:53,31.0,55.99,1020.5
2015-01-01 22:53,30.0,60.38,1021.9
2015-01-01 23:53,29.0,60.69,1022.0
2015-01-02 00:53,27.0,65.84,1022.3
2015-01-02 01:53,24.0,74.2,1022.8
2015-01-02 02:53,26.0,71.04,1023.1
2015-01-02 03:53,26.0,74.41,1023.5
2015-01-02 04:53,23.0,80.71,1023.4
2015-01-02 05:53,22.0,81.25,1023.3
2015-01-02 06:53,22.0,84.47,1023.4
2015-01-02 07:53,22.0,81.25,1024.2
2015-01-02 08:53,22.0,81.25,1024.5
2015-01-02 09:53,22.0,81.25,1024.6
2015-01-02 10:53,22.0,84.47,1024.8
2015-01-02 11:53,24.0,83.96,1025.2
2015-01-02 12:53,25.0,84.67,1025.8
2015-01-02 13:53,26.0,84.1,1027.0
2015-01-02 14:53,29.0,78.18,1027.6
2015-01-02 15:53,31.0,68.92,1027.5
2015-01-02 16:53,34.0,56.02,1027.4
2015-01-02 17:53,35.0,56.18,1026.4
2015-01-02 18:53,36.0,56.32,1025.3
2015-01-02 19:53,37.0,56.48,1025.3
2015-01-02 20:53,38.0,57.04,1025.5
2015-01-02 21:51,37.4,64.7,1024.721210534342
2015-01-02 21:53,37.0,64.17,1025.7
2015-01-02 22:53,35.0,72.03,1025.7
2015-01-02 23:53,34.0,75.2,1025.2
2015-01-03 00:53,34.0,78.62,1024.8
2015-01-03 01:34,34.0,81.57,1023.705293934341
2015-01-03 01:53,34.0,81.57,1024.2
2015-01-03 02:53,34.0,81.57,1023.0
2015-01-03 03:53,34.0,81.57,1022.7
2015-01-03 04:14,34.0,85.24,1022.012099601006
2015-01-03 04:53,33.0,91.66,1022.2
2015-01-03 05:44,34.0,88.42,1019.980266401004
2015-01-03 05:53,34.0,92.36,1020.5
2015-01-03 06:04,34.0,92.36,1019.6416275343369
2015-01-03 06:12,34.0,92.36,1019.6416275343369
2015-01-03 06:21,34.0,92.36,1019.6416275343369
2015-01-03 06:53,34.0,92.36,1020.0
2015-01-03 07:53,34.0,92.36,1018.8
2015-01-03 08:53,34.0,96.46,1018.6
2015-01-03 09:43,34.0,96.46,1016.255238867667
2015-01-03 09:53,34.0,96.46,1016.7
2015-01-03 10:53,34.0,96.46,1016.0
2015-01-03 11:30,34.0,96.46,1014.9006834009989
2015-01-03 11:53,34.0,96.46,1014.9
2015-01-03 12:05,34.0,96.46,1014.5620445343319
2015-01-03 12:15,34.0,96.46,1014.5620445343319
2015-01-03 12:36,34.0,96.46,1013.8847668009979
2015-01-03 12:53,34.0,96.46,1014.2
2015-01-03 13:14,35.0,95.79,1013.207489067664
2015-01-03 13:43,35.0,95.79,1012.5302113343299
2015-01-03 13:46,35.0,95.79,1012.5302113343299
2015-01-03 13:53,35.0,95.79,1013.0
2015-01-03 13:56,35.0,95.79,1012.5302113343299
2015-01-03 14:53,35.0,95.79,1013.5
2015-01-03 15:39,36.0,96.49,1011.8529336009959
2015-01-03 15:48,35.6,100.0,1012.1915724676629
2015-01-03 15:53,36.0,96.49,1012.4
2015-01-03 16:53,37.0,95.82,1011.4
2015-01-03 17:10,37.0,95.82,1010.1597392676608
2015-01-03 17:53,38.0,92.49,1008.3
2015-01-03 18:29,39.0,95.86,1007.1119894676578
2015-01-03 18:53,39.0,95.86,1007.8
2015-01-03 19:04,40.0,96.55,1008.127906067659
2015-01-03 19:15,39.0,95.86,1008.466544934326
2015-01-03 19:26,39.0,95.86,1008.127906067659
2015-01-03 19:36,39.0,95.86,1007.789267200992
2015-01-03 19:51,39.2,100.0,1007.789267200992
2015-01-03 19:53,39.0,100.0,1008.4
2015-01-03 20:53,39.0,95.86,1008.1
2015-01-03 21:53,39.0,92.53,1008.1
2015-01-03 22:04,39.0,95.86,1007.789267200992
2015-01-03 22:28,39.0,92.53,1008.127906067659
2015-01-03 22:45,38.0,92.49,1008.8051838009928
2015-01-03 22:53,38.0,96.52,1009.0
2015-01-03 22:58,38.0,96.52,1008.8051838009928
