wfo,utc_issue,utc_expire,utc_prodissue,utc_init_expire,phenomena,gtype,significance,eventid,status,ugc,area2d,utc_updated,hvtec_nwsli,hvtec_severity,hvtec_cause,hvtec_record,is_emergency,utc_polygon_begin,utc_polygon_end,windtag,hailtag,tornadotag,damagetag,product_id,fcster,vtec_year
LOT,2013-06-12 21:03,2013-06-12 21:30,2013-06-12 21:03,201306122130,SV,P,W,42,NEW,,347.59524238357096,2013-06-12 21:03,,,,,False,2013-06-12 21:03,2013-06-12 21:18,60.0,1.5,,,201306122103-KLOT-WUUS53-SVRLOT,,2013
LOT,2013-05-29 01:23,2013-05-29 02:00,2013-05-29 01:23,201305290200,TO,P,W,4,NEW,,467.804159889647,2013-05-29 01:23,,,,,False,2013-05-29 01:23,2013-05-29 01:32,,0.75,RADAR INDICATED,,201305290123-KLOT-WFUS53-TORLOT,,2013
LOT,2013-07-10 14:10,2013-07-10 15:00,2013-07-10 14:10,201307101500,SV,P,W,92,NEW,,1596.1677964652124,2013-07-10 14:10,,,,,False,2013-07-10 14:10,2013-07-10 14:30,60.0,1.0,,,201307101410-KLOT-WUUS53-SVRLOT,BIRK,2013
LOT,2013-08-07 19:23,2013-08-07 20:15,2013-08-07 19:23,201308072015,SV,P,W,101,NEW,,845.5045909710886,2013-08-07 19:23,,,,,False,2013-08-07 19:23,2013-08-07 19:39,60.0,1.0,,,201308071923-KLOT-WUUS53-SVRLOT,ENDERLEN,2013
LOT,2013-05-30 19:55,2013-05-30 21:00,2013-05-30 19:55,201305302100,SV,P,W,26,NEW,,1776.332086782699,2013-05-30 19:55,,,,,False,2013-05-30 19:55,2013-05-30 20:14,70.0,0.75,,,201305301955-KLOT-WUUS53-SVRLOT,RATZER,2013
LOT,2013-09-02 01:34,2013-09-02 02:00,2013-09-02 01:34,201309020200,SV,P,W,113,NEW,,517.909285748259,2013-09-02 01:34,,,,,False,2013-09-02 01:34,2013-09-02 01:47,60.0,,,,201309020134-KLOT-WUUS53-SVRLOT,,2013
LOT,2013-06-12 20:56,2013-06-12 21:30,2013-06-12 20:56,201306122130,TO,P,W,6,NEW,,239.77264792739456,2013-06-12 20:56,,,,,False,2013-06-12 20:56,2013-06-12 21:06,,0.75,RADAR INDICATED,,201306122056-KLOT-WFUS53-TORLOT,IZZI,2013
LOT,2013-06-23 20:19,2013-06-23 21:15,2013-06-23 20:19,201306232115,SV,P,W,70,NEW,,1777.813144762921,2013-06-23 20:19,,,,,False,2013-06-23 20:19,2013-06-23 20:37,60.0,1.0,,,201306232019-KLOT-WUUS53-SVRLOT,RODRIGUEZ,2013
LOT,2013-07-21 01:30,2013-07-21 02:30,2013-07-21 01:30,201307210230,SV,P,W,98,NEW,,1439.653920979189,2013-07-21 01:30,,,,,False,2013-07-21 01:30,2013-07-21 01:47,60.0,1.0,,,201307210130-KLOT-WUUS53-SVRLOT,BMD,2013
LOT,2013-11-17 19:43,2013-11-17 20:15,2013-11-17 19:43,201311172015,SV,P,W,135,NEW,,1018.2248381241166,2013-11-17 19:43,,,,,False,2013-11-17 19:43,2013-11-17 20:02,80.0,1.0,,,201311171943-KLOT-WUUS53-SVRLOT,RATZER,2013
LOT,2013-06-13 00:23,2013-06-13 01:30,2013-06-13 00:23,201306130130,SV,P,W,57,NEW,,2345.410923884241,2013-06-13 00:23,,,,,False,2013-06-13 00:23,2013-06-13 00:39,70.0,2.5,,,201306130023-KLOT-WUUS53-SVRLOT,,2013
LOT,2013-08-31 20:19,2013-08-31 21:00,2013-08-31 20:19,201308312100,SV,P,W,112,NEW,,1103.2303441654512,2013-08-31 20:19,,,,,False,2013-08-31 20:19,2013-08-31 20:41,60.0,1.0,,,201308312019-KLOT-WUUS53-SVRLOT,BAK,2013
LOT,2013-06-24 21:59,2013-06-24 22:30,2013-06-24 21:59,201306242230,TO,P,W,10,NEW,,921.163483578404,2013-06-24 21:59,,,,,False,2013-06-24 21:59,2013-06-24 22:08,,0.0,RADAR INDICATED,,201306242159-KLOT-WFUS53-TORLOT,IZZI,2013
LOT,2013-06-12 21:17,2013-06-12 22:15,2013-06-12 21:17,201306122215,SV,P,W,45,NEW,,2249.4527744560164,2013-06-12 21:17,,,,,False,2013-06-12 21:17,2013-06-12 21:33,60.0,1.75,,,201306122117-KLOT-WUUS53-SVRLOT,,2013
LOT,2013-06-12 22:17,2013-06-13 04:00,2013-06-12 22:17,201306130400,FF,P,W,14,NEW,,401.1173002324592,2013-06-12 22:17,00000,,,,False,2013-06-12 22:17,2013-06-12 22:56,,,,,201306122217-KLOT-WGUS53-FFWLOT,KREIN,2013
LOT,2013-06-12 22:13,2013-06-12 23:00,2013-06-12 22:13,201306122300,TO,P,W,8,NEW,,358.17751703404554,2013-06-12 22:13,,,,,False,2013-06-12 22:13,2013-06-12 22:21,,1.75,RADAR INDICATED,,201306122213-KLOT-WFUS53-TORLOT,,2013
LOT,2013-06-12 21:50,2013-06-12 22:45,2013-06-12 21:50,201306122245,SV,P,W,47,NEW,,987.2531269897684,2013-06-12 21:50,,,,,False,2013-06-12 21:50,2013-06-12 22:03,60.0,1.75,,,201306122150-KLOT-WUUS53-SVRLOT,,2013
LOT,2013-11-17 15:36,2013-11-17 16:15,2013-11-17 15:36,201311171615,TO,P,W,13,NEW,,568.4126162791342,2013-11-17 15:36,,,,,False,2013-11-17 15:36,2013-11-17 15:43,,1.0,RADAR INDICATED,,201311171536-KLOT-WFUS53-TORLOT,BMD,2013
LOT,2013-06-12 22:40,2013-06-13 00:30,2013-06-12 22:40,201306130030,FF,P,W,15,NEW,,929.4746833894384,2013-06-12 22:40,00000,,,,False,2013-06-12 22:40,2013-06-12 23:13,,,,,201306122240-KLOT-WGUS53-FFWLOT,KREIN,2013
LOT,2013-06-12 23:48,2013-06-13 00:45,2013-06-12 23:48,201306130045,SV,P,W,56,NEW,,2007.467779964574,2013-06-12 23:48,,,,,False,2013-06-12 23:48,2013-06-12 23:59,60.0,1.25,POSSIBLE,,201306122348-KLOT-WUUS53-SVRLOT,,2013
LOT,2013-08-30 22:24,2013-08-30 23:30,2013-08-30 22:24,201308302330,SV,P,W,106,NEW,,1288.5180331355689,2013-08-30 22:24,,,,,False,2013-08-30 22:24,2013-08-30 22:43,60.0,1.0,,,201308302224-KLOT-WUUS53-SVRLOT,BMD,2013
LOT,2013-09-18 23:43,2013-09-19 00:45,2013-09-18 23:43,201309190045,SV,P,W,116,NEW,,651.8014165281353,2013-09-18 23:43,,,,,False,2013-09-18 23:43,2013-09-19 00:06,60.0,1.0,,,201309182343-KLOT-WUUS53-SVRLOT,BEACHLER,2013
