valid,tmpf,relh,pressure_hpa
2013-01-01 00:51,25.0,74.29,1018.8
2013-01-01 01:05,24.8,73.7,1018.287072067669
2013-01-01 01:51,25.0,74.29,1019.0
2013-01-01 02:51,21.9,71.18,1019.6
2013-01-01 02:58,21.2,73.32,1018.6257109343359
2013-01-01 03:25,21.2,67.73,1018.9643498010029
2013-01-01 03:41,21.2,67.73,1019.30298866767
2013-01-01 03:51,21.0,67.71,1020.2
2013-01-01 04:51,20.0,67.58,1020.8
2013-01-01 05:51,20.0,64.92,1020.6
2013-01-01 06:51,20.0,61.85,1020.3
2013-01-01 07:51,19.0,61.72,1020.4
2013-01-01 08:51,18.0,64.65,1020.8
2013-01-01 09:51,16.0,67.07,1020.8
2013-01-01 10:51,15.0,66.96,1021.3
2013-01-01 11:51,14.0,70.19,1022.1
2013-01-01 12:51,13.0,70.07,1022.7
2013-01-01 13:51,13.0,66.68,1023.2
2013-01-01 14:51,14.0,66.82,1023.0
2013-01-01 15:51,17.0,58.49,1023.1
2013-01-01 16:51,19.0,51.11,1023.4
2013-01-01 17:51,21.0,45.07,1022.8
2013-01-01 18:51,23.0,37.74,1022.4
2013-01-01 19:51,24.0,37.68,1021.5
2013-01-01 20:51,24.0,39.62,1021.4
2013-01-01 21:51,22.0,49.92,1021.6
2013-01-01 22:51,19.0,56.43,1021.9
2013-01-01 23:51,17.0,55.66,1022.6
2013-01-02 00:51,15.0,60.65,1023.1
2013-01-02 01:51,14.0,63.59,1022.8
2013-01-02 02:51,13.0,66.68,1022.9
2013-01-02 03:51,13.0,60.84,1022.6
2013-01-02 04:51,12.0,63.31,1022.5
2013-01-02 05:51,11.0,66.42,1022.4
2013-01-02 06:51,11.0,66.42,1022.3
2013-01-02 07:51,10.0,72.69,1022.9
2013-01-02 08:42,10.4,72.12,1021.673460734339
2013-01-02 08:51,12.0,69.38,1022.7
2013-01-02 09:51,13.0,63.97,1022.5
2013-01-02 10:51,13.0,60.84,1021.9
2013-01-02 11:40,12.2,61.25,1020.9961830010049
2013-01-02 11:51,12.0,63.31,1022.3
2013-01-02 12:51,11.0,66.42,1022.7
2013-01-02 13:51,12.0,63.31,1023.2
2013-01-02 14:51,14.0,61.0,1023.5
2013-01-02 15:51,19.0,51.11,1023.3
2013-01-02 16:51,22.0,47.52,1022.5
2013-01-02 17:51,25.0,48.03,1021.2
2013-01-02 18:51,28.0,42.32,1020.2
2013-01-02 19:51,29.0,40.79,1019.5
2013-01-02 20:51,30.0,42.66,1019.4
2013-01-02 21:51,29.0,48.69,1019.6
2013-01-02 22:51,26.0,57.04,1019.7
2013-01-02 23:51,24.0,64.95,1020.2
2013-01-03 00:51,22.0,71.12,1020.6
2013-01-03 01:51,22.0,71.12,1020.5
2013-01-03 02:51,22.0,71.12,1020.2
2013-01-03 03:51,22.0,67.82,1019.7
2013-01-03 04:51,22.0,71.12,1019.8
2013-01-03 05:51,23.0,71.24,1019.3
2013-01-03 06:51,23.0,71.24,1019.0
2013-01-03 07:51,24.0,70.81,1019.2
2013-01-03 08:47,24.8,73.7,1018.287072067669
2013-01-03 08:51,25.0,74.29,1019.2
2013-01-03 09:11,24.8,73.7,1018.287072067669
2013-01-03 09:51,26.0,77.32,1019.1
2013-01-03 10:23,26.6,79.77,1018.287072067669
2013-01-03 10:51,27.0,78.0,1019.1
2013-01-03 11:51,27.0,84.8,1019.9
2013-01-03 12:51,28.0,81.11,1020.1
2013-01-03 13:51,28.0,84.87,1020.7
2013-01-03 14:51,29.0,78.18,1021.1
2013-01-03 15:22,28.4,79.92,1020.657544134338
2013-01-03 15:51,29.0,78.18,1021.9
2013-01-03 16:33,28.4,74.08,1021.334821867672
2013-01-03 16:51,29.0,74.7,1021.8
2013-01-03 17:28,28.4,74.08,1020.9961830010049
2013-01-03 17:51,28.0,77.5,1021.8
2013-01-03 18:51,28.0,74.61,1021.9
2013-01-03 19:51,28.0,71.25,1022.2
2013-01-03 19:58,28.4,68.61,1021.334821867672
2013-01-03 20:51,28.0,71.25,1022.6
2013-01-03 20:58,28.4,68.61,1021.673460734339
2013-01-03 21:33,28.4,68.61,1022.012099601006
2013-01-03 21:51,28.0,71.26,1023.0
2013-01-03 22:51,27.0,71.69,1023.5
2013-01-03 23:51,26.0,71.04,1023.9
2013-01-04 00:51,25.0,74.29,1024.6
2013-01-04 01:51,23.0,74.09,1025.0
2013-01-04 02:51,21.0,77.45,1025.1
2013-01-04 03:51,20.0,81.09,1024.8
2013-01-04 04:51,19.0,80.38,1024.8
2013-01-04 05:51,18.0,80.29,1024.7
2013-01-04 06:51,17.0,80.22,1024.1
2013-01-04 07:51,15.0,83.33,1024.1
2013-01-04 08:51,14.0,79.96,1024.0
2013-01-04 09:51,14.0,76.79,1023.7
2013-01-04 10:51,13.0,80.52,1023.4
2013-01-04 11:51,14.0,79.96,1023.1
2013-01-04 12:51,15.0,80.05,1023.1
2013-01-04 13:51,16.0,80.13,1022.7
2013-01-04 14:51,18.0,80.29,1023.3
2013-01-04 15:51,22.0,71.12,1023.3
2013-01-04 16:51,26.0,65.21,1022.5
2013-01-04 17:51,30.0,60.38,1021.6
2013-01-04 18:51,35.0,53.66,1020.7
2013-01-04 19:51,35.0,53.66,1020.2
2013-01-04 20:51,36.0,51.78,1020.9
2013-01-04 21:51,35.0,53.66,1021.6
2013-01-04 22:51,33.0,60.81,1022.0
2013-01-04 23:51,32.0,63.51,1022.8
2013-01-05 00:51,31.0,66.34,1023.3
2013-01-05 01:51,30.0,71.48,1023.4
2013-01-05 02:51,29.0,74.7,1023.3
2013-01-05 03:51,28.0,77.5,1023.5
2013-01-05 04:51,27.0,81.03,1023.6
2013-01-05 05:51,27.0,78.0,1023.3
2013-01-05 06:51,26.0,80.96,1022.6
2013-01-05 07:51,26.0,80.96,1023.7
2013-01-05 08:51,26.0,80.96,1024.1
2013-01-05 09:51,25.0,84.67,1023.7
2013-01-05 10:51,22.0,88.47,1023.3
2013-01-05 11:51,19.0,87.64,1022.9
2013-01-05 12:51,22.0,88.47,1022.8
2013-01-05 13:51,24.0,83.96,1022.8
2013-01-05 14:51,27.0,81.03,1022.0
2013-01-05 15:51,31.0,72.12,1022.4
2013-01-05 16:51,33.0,69.17,1021.5
2013-01-05 17:51,39.0,56.77,1019.7
2013-01-05 18:51,37.0,61.35,1018.8
2013-01-05 19:51,37.0,61.35,1018.1
2013-01-05 20:21,37.4,64.7,1017.609794334335
2013-01-05 20:28,33.8,80.36,1017.9484332010019
2013-01-05 20:51,33.0,91.66,1018.3
2013-01-05 21:08,33.8,86.49,1017.609794334335
2013-01-05 21:24,33.8,93.03,1017.2711554676679
2013-01-05 21:30,33.8,93.03,1017.2711554676679
2013-01-05 21:46,33.8,93.03,1016.932516601001
2013-01-05 21:51,33.0,95.75,1017.6
2013-01-05 22:51,34.0,92.36,1017.0
2013-01-05 23:51,35.0,92.4,1016.9
2013-01-06 00:25,35.6,93.08,1015.9166000009999
2013-01-06 00:51,35.0,88.47,1016.8
2013-01-06 01:51,35.0,88.47,1016.5
2013-01-06 02:51,35.0,88.47,1015.9
2013-01-06 03:20,35.6,86.59,1014.9006834009989
2013-01-06 03:51,34.0,96.46,1015.3
2013-01-06 04:51,35.0,92.4,1014.7
2013-01-06 05:51,35.0,92.4,1013.8
2013-01-06 06:51,36.0,89.16,1013.2
2013-01-06 07:51,36.0,85.37,1013.0
2013-01-06 08:51,36.0,85.37,1013.0
2013-01-06 09:51,35.0,84.69,1012.8
2013-01-06 10:27,33.8,80.36,1012.1915724676629
2013-01-06 10:51,31.0,81.95,1013.2
2013-01-06 11:51,29.0,78.18,1014.3
2013-01-06 12:51,27.0,81.03,1015.1
2013-01-06 13:51,26.0,74.41,1016.2
2013-01-06 14:44,24.8,73.7,1016.255238867667
2013-01-06 14:51,25.0,74.29,1017.0
2013-01-06 15:51,25.0,74.29,1018.5
2013-01-06 16:51,26.0,74.41,1019.0
2013-01-06 17:51,29.0,71.91,1019.1
2013-01-06 18:51,32.0,65.97,1019.1
2013-01-06 19:31,30.2,68.83,1019.30298866767
2013-01-06 19:51,32.0,69.04,1020.4
2013-01-06 20:16,33.8,64.23,1019.980266401004
2013-01-06 20:51,32.0,69.04,1021.6
2013-01-06 21:51,31.0,68.92,1022.7
2013-01-06 22:51,29.0,74.7,1023.7
2013-01-06 23:51,27.0,78.0,1025.1
2013-01-07 00:51,26.0,80.96,1025.8
2013-01-07 01:51,24.0,83.96,1026.8
2013-01-07 02:51,23.0,84.54,1026.8
2013-01-07 03:51,22.0,84.47,1027.0
2013-01-07 04:51,21.0,87.75,1027.3
2013-01-07 05:51,20.0,91.87,1027.3
2013-01-07 06:51,20.0,88.37,1026.9
2013-01-07 07:51,19.0,91.84,1027.1
2013-01-07 08:51,16.0,91.72,1027.4
2013-01-07 09:51,16.0,91.72,1027.2
2013-01-07 10:51,19.0,87.64,1026.9
2013-01-07 11:51,21.0,84.41,1026.9
2013-01-07 12:51,21.0,84.41,1026.8
2013-01-07 13:51,23.0,80.71,1026.5
2013-01-07 14:51,26.0,74.41,1026.5
2013-01-07 15:51,29.0,68.68,1025.8
2013-01-07 16:51,33.0,58.08,1024.5
2013-01-07 17:51,36.0,54.21,1022.7
2013-01-07 18:51,39.0,49.93,1021.2
2013-01-07 19:51,41.0,46.23,1021.1
2013-01-07 20:51,40.0,52.79,1021.0
2013-01-07 21:51,38.0,59.22,1020.0
2013-01-07 22:51,36.0,66.97,1020.1
2013-01-07 23:51,34.0,72.45,1019.9
2013-01-08 00:51,33.0,71.82,1020.1
2013-01-08 01:51,32.0,75.0,1019.9
2013-01-08 02:51,31.0,78.35,1020.1
2013-01-08 03:51,31.0,78.35,1020.0
2013-01-08 04:51,31.0,78.35,1020.0
2013-01-08 05:51,30.0,81.27,1019.8
2013-01-08 06:51,29.0,81.8,1019.7
2013-01-08 07:51,28.0,84.87,1019.8
2013-01-08 08:51,28.0,84.87,1019.8
2013-01-08 09:51,24.0,91.32,1019.9
2013-01-08 10:51,26.0,88.01,1019.8
2013-01-08 11:51,27.0,88.73,1020.2
2013-01-08 12:51,23.0,91.98,1020.5
2013-01-08 13:51,23.0,91.98,1021.0
2013-01-08 14:51,31.0,85.05,1021.5
2013-01-08 15:51,34.0,75.2,1021.6
2013-01-08 16:51,37.0,64.17,1021.2
2013-01-08 17:51,40.0,57.33,1020.4
2013-01-08 18:51,42.0,54.73,1019.6
2013-01-08 19:51,43.0,55.27,1019.3
2013-01-08 20:51,42.0,57.22,1019.5
2013-01-08 21:51,40.0,64.54,1019.0
2013-01-08 22:51,37.0,69.63,1018.4
2013-01-08 23:51,37.0,72.24,1018.2
2013-01-09 00:51,37.0,72.24,1018.7
2013-01-09 01:51,36.0,75.39,1018.4
2013-01-09 02:51,37.0,64.17,1018.2
2013-01-09 03:51,38.0,64.29,1017.8
2013-01-09 04:51,37.0,69.63,1017.4
2013-01-09 05:51,39.0,66.85,1016.4
2013-01-09 06:51,40.0,67.45,1015.9
2013-01-09 07:51,41.0,67.09,1016.1
2013-01-09 08:51,41.0,64.68,1016.5
2013-01-09 09:51,39.0,69.86,1017.1
2013-01-09 10:51,36.0,78.79,1018.1
2013-01-09 11:51,36.0,78.79,1019.5
2013-01-09 12:51,35.0,78.13,1021.3
2013-01-09 13:51,34.0,81.57,1022.1
2013-01-09 14:51,36.0,75.39,1022.8
2013-01-09 15:51,39.0,69.86,1024.2
2013-01-09 16:51,45.0,53.17,1024.0
2013-01-09 17:51,49.0,40.68,1024.1
2013-01-09 18:51,49.0,35.8,1024.7
2013-01-09 19:51,48.0,31.3,1025.3
2013-01-09 20:51,46.0,33.73,1026.7
2013-01-09 21:51,44.0,37.79,1027.9
2013-01-09 22:51,41.0,44.51,1029.4
2013-01-09 23:51,39.0,49.93,1030.5
2013-01-10 00:51,37.0,53.97,1030.8
2013-01-10 01:51,35.0,61.08,1030.7
2013-01-10 02:51,35.0,61.08,1030.8
2013-01-10 03:51,32.0,65.97,1031.0
2013-01-10 04:51,32.0,65.97,1031.9
2013-01-10 05:51,31.0,72.12,1032.5
2013-01-10 06:51,30.0,74.81,1032.4
2013-01-10 07:51,24.0,83.96,1032.9
2013-01-10 08:51,26.0,80.96,1032.9
2013-01-10 09:51,26.0,84.1,1032.7
2013-01-10 10:51,25.0,84.67,1032.1
2013-01-10 11:51,26.0,84.1,1032.1
2013-01-10 12:51,27.0,84.8,1032.2
2013-01-10 13:51,29.0,78.18,1032.3
2013-01-10 14:51,35.0,69.4,1031.3
2013-01-10 15:51,40.0,62.21,1030.3
2013-01-10 16:51,40.0,59.5,1029.5
2013-01-10 17:51,41.0,54.97,1027.4
2013-01-10 18:51,43.0,46.91,1025.6
2013-01-10 19:51,44.0,45.01,1024.2
2013-01-10 20:51,43.0,46.91,1023.4
2013-01-10 21:51,42.0,57.22,1022.7
2013-01-10 22:51,41.0,61.89,1021.5
2013-01-10 23:46,39.2,75.16,1019.6416275343369
2013-01-10 23:51,39.0,79.05,1020.1
2013-01-11 00:51,38.0,85.49,1019.0
2013-01-11 01:34,37.4,93.14,1017.2711554676679
2013-01-11 01:51,38.0,89.25,1017.4
2013-01-11 02:51,39.0,92.53,1015.9
2013-01-11 03:14,39.2,93.19,1015.2393222676659
2013-01-11 03:26,39.2,93.19,1014.5620445343319
2013-01-11 03:37,39.2,93.19,1015.2393222676659
2013-01-11 03:51,39.0,100.0,1015.0
2013-01-11 04:33,39.2,100.0,1013.5461279343309
2013-01-11 04:48,39.2,100.0,1013.207489067664
2013-01-11 04:51,40.0,96.55,1013.3
2013-01-11 04:59,39.2,100.0,1012.8688502009969
2013-01-11 05:13,39.2,100.0,1012.8688502009969
2013-01-11 05:51,42.0,95.92,1012.4
2013-01-11 06:20,42.8,100.0,1011.1756558676619
2013-01-11 06:30,42.8,100.0,1010.8370170009949
2013-01-11 06:51,42.0,100.0,1010.7
2013-01-11 07:51,44.0,100.0,1009.2
2013-01-11 08:13,44.6,100.0,1008.8051838009928
2013-01-11 08:30,44.6,100.0,1008.127906067659
2013-01-11 08:51,45.0,100.0,1008.3
2013-01-11 09:43,48.2,100.0,1006.4347117343239
2013-01-11 09:51,49.0,96.69,1006.1
2013-01-11 10:51,50.0,96.05,1004.0
2013-01-11 11:41,51.8,100.0,1004.4028785343219
2013-01-11 11:51,51.0,100.0,1004.6
2013-01-11 12:03,51.8,100.0,1004.4028785343219
2013-01-11 12:51,52.0,100.0,1005.3
2013-01-11 13:12,51.8,100.0,1005.0801562676559
2013-01-11 13:25,51.8,100.0,1005.418795134323
2013-01-11 13:43,51.8,100.0,1005.7574340009899
2013-01-11 13:51,52.0,96.73,1006.0
2013-01-11 14:51,50.0,96.05,1006.9
2013-01-11 15:51,49.0,96.69,1007.4
2013-01-11 16:24,48.2,100.0,1007.450628334325
2013-01-11 16:51,48.0,100.0,1008.1
2013-01-11 17:40,46.4,100.0,1007.1119894676578
2013-01-11 17:51,47.0,96.66,1007.2
2013-01-11 17:59,46.4,100.0,1006.773350600991
2013-01-11 18:51,49.0,92.84,1007.1
2013-01-11 19:51,49.0,92.84,1007.3
2013-01-11 20:27,50.0,87.37,1007.450628334325
2013-01-11 20:51,50.0,89.17,1007.4
2013-01-11 21:22,50.0,87.37,1006.773350600991
2013-01-11 21:51,50.0,89.17,1006.5
2013-01-11 22:51,50.0,89.17,1006.5
2013-01-11 23:01,50.0,87.37,1006.4347117343239
2013-01-11 23:51,50.0,92.87,1005.9
2013-01-12 00:51,51.0,89.22,1006.4
2013-01-12 01:51,51.0,89.22,1006.1
2013-01-12 02:51,51.0,85.67,1005.9
2013-01-12 03:51,51.0,85.67,1005.5
2013-01-12 04:51,51.0,85.67,1005.7
2013-01-12 05:51,51.0,85.67,1005.8
2013-01-12 06:51,52.0,82.87,1006.0
2013-01-12 07:51,52.0,82.87,1006.6
2013-01-12 08:51,52.0,82.87,1006.6
2013-01-12 09:51,52.0,82.87,1006.7
2013-01-12 10:51,52.0,82.87,1006.8
2013-01-12 11:51,52.0,82.87,1007.6
2013-01-12 12:51,51.0,85.67,1008.7
2013-01-12 13:51,52.0,80.1,1009.9
2013-01-12 14:51,51.0,79.48,1011.0
2013-01-12 15:51,46.0,65.32,1012.0
2013-01-12 16:51,42.0,64.35,1012.6
2013-01-12 17:51,41.0,64.68,1012.5
2013-01-12 18:51,40.0,73.08,1012.5
2013-01-12 19:51,40.0,67.45,1013.1
2013-01-12 20:51,38.0,72.87,1013.9
2013-01-12 21:51,38.0,75.58,1014.8
2013-01-12 22:51,35.0,69.4,1014.7
2013-01-12 23:51,34.0,75.2,1014.1
